"","ASVid","Lfc_symrk","Lfc_ccamk","Lfc_nsp1","Lfc_nsp2","DA_symrk","DA_ccamk","DA_nsp1","DA_nsp2","kingdom","phylum","class","order","family","genus","Lj_Gifu_LjSC_1_endo","Lj_Gifu_LjSC_2_endo","Lj_Gifu_LjSC_3_endo","Lj_Gifu_LjSC_4_endo","Lj_symrk_LjSC_1_endo","Lj_symrk_LjSC_2_endo","Lj_symrk_LjSC_3_endo","Lj_symrk_LjSC_4_endo","Lj_ccamk_LjSC_1_endo","Lj_ccamk_LjSC_2_endo","Lj_ccamk_LjSC_3_endo","Lj_ccamk_LjSC_4_endo","Lj_nsp1_LjSC_1_endo","Lj_nsp1_LjSC_2_endo","Lj_nsp1_LjSC_3_endo","Lj_nsp1_LjSC_4_endo","Lj_nsp2_LjSC_1_endo","Lj_nsp2_LjSC_2_endo","Lj_nsp2_LjSC_3_endo","Lj_nsp2_LjSC_4_endo"
"37","LjRoot152",1.28100053799325,0.612343499889836,-0.0511752543573503,-0.720110029439102,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0.000392224156105214,0,0,0.000584637524734665,0.000457030654908001,0,0.000934367029470441,0.00233628027129669,0.00115854718183398,0,0,0.00108096422008432,0.000433240801655943,0.000459481028270175,0,0,0.000249509298379853,0,0,0
"38","LjRoot153",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","LjRoot17",-0.253544869677844,0.495180868102191,0.0238007040112663,-0.241878588795243,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",0.0187654744686588,0.0183184795447224,0.0157667183608252,0.0104785033279367,0.00678775157844847,0.00479891174284887,0.0110987651203313,0.0777765198686743,0.0350170885709321,0.0109553023663453,0.0307224053272348,0.0190249702734839,0.0117135476003273,0.0181132257986506,0.0111048668090368,0.0255795363709033,0.0202435210752187,0.0115976634119302,0.0158905024202971,0.00778552758480914
"40","LjRoot18",0.307599491501832,-1.49721453456247,0.991664121731876,1.4736279839182,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dyella",0.00323584928786802,0.00176097927628047,0.00552187602800884,0.00301313185824789,0.00319921458435601,0.00859017797538826,0.00289148715876664,0.00279941953212643,0.00060823727046284,0.00679228746713409,0.00146297168224928,0.000247077536019272,0.0052149355754882,0.00689221542405262,0.00539507699224458,0.00759392486011191,0.00422502411923218,0.0134097983200443,0.0162243365047571,0.00613616985589086
"41","LjRoot183",1.51968366129709,2.45884251857814,1.22886799841308,1.85037747233685,1,1,0,1,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella",0.00853087539528841,0.00657145925051004,0.0224164669392359,0.0107033639143731,0.0184166426866632,0.0580907636693411,0.027791105836006,0.0305774831983368,0.0671378091872792,0.0486415425065732,0.0408623125042039,0.0921135938971849,0.0205067312783813,0.0220309061449542,0.0274024952231089,0.0325739408473221,0.042416580724575,0.0527864239116531,0.0522450342179937,0.0194428525502146
"42","LjRoot196",-0.132964335646307,0.162579025637264,0.677134035543799,-1.20622614358415,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella",0.0662981393866595,0.0173735638354988,0.0159781944640256,0.0409695988487138,0.0261353826362205,0.0171551648130188,0.0569080027273416,0.0204398793779525,0.0400857324914557,0.0398225241016652,0.0359184771641891,0.0206464166036104,0.0903066382118387,0.0717515900461899,0.0200067438462403,0.0377697841726619,0.0327356199474367,0.0211913188078284,0.0103154732098147,0.00371804369400221
"43","LjRoot219",-0.928627841425913,-0.530399193207339,-0.430956933850493,-0.657203203183345,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",0.00560145122937759,0.0085257167400408,0.00688472202641102,0.00773520417341248,0.00279296511332668,0.00312370108195937,0.00449506300664158,0.00494015211551722,0.00741470196373747,0.00257449605609115,0.00726441111185848,0.00421576045832883,0.00328942090146179,0.00430461173853111,0.00730583342699786,0.00739408473221423,0.00681992082238265,0.00317656589775295,0.00600901352028042,0.00315893937911466
"44","LjRoot220",-0.209856185046298,-0.271960244653357,0.463091728834005,-0.444643342263135,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",0,0.000386556426500591,0,0.000359776938298255,0.000135416490343112,0,0.000164145559231294,0.000236715622201867,0,0,0.000302683796327437,0.000216192844016863,0.00059370035782481,0.000846412420497691,0,0,0.000598822316111647,0,0,0
"45","LjRoot221",0.36365144736859,0.385427263828366,0.328267274169313,0.539341796816047,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",0.123011300958498,0.123483302909911,0.11231730814418,0.160235653894585,0.14437090576705,0.1796505989193,0.154839768681027,0.186573078229367,0.184875166541157,0.152552585451358,0.207826057711711,0.135830875426595,0.147494424030423,0.188870885831056,0.161402720017984,0.150079936051159,0.234871419541568,0.239820065663241,0.257586379569354,0.0840613337433432
"46","LjRoot223",1.62046841284648,-2.56201706111899,-0.067540544464013,0.746949070669319,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",0.0671806437378962,0.11201546225706,0.0257765872456412,0.0234529591653175,0.251231443709058,0.195382464449007,0.282014697340842,0.0293733211201795,0.0174650987661473,0.166082383873795,0.00181610277796462,0.000710347916055407,0.179907254376534,0.0487049889966385,0.0319433516915814,0.0133892885691447,0.0191124122558967,0.0828678633863472,0.0440327157402771,0.517520931467789
"47","LjRoot224",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0.000525039764040953,0,0,0,0.00739408473221423,0,0,0,0
"48","LjRoot227",-0.755468959877134,-1.61520874275418,-0.0940578950253814,0.437115041890613,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",0.00633687152207487,0.00721571996134436,0.00878800695521406,0.00854470228458356,0.00553514904277468,0.00570579270212739,0.0065026894618551,0.00205839671479884,0.00159300237502172,0.00849035933391762,0.00306046949619964,0.000941983106073475,0.00452495948396207,0.00665038330391043,0.00910419242441272,0.00959232613908873,0.00741874313849429,0.0116189826461434,0.0171924553496912,0.00778552758480914
"49","LjRoot228",-6.33924464739147,-7.63601977177992,-6.85833379126534,-6.36577711448177,-1,-1,-1,-1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",0.204422327360086,0.177386449049715,0.0531979886272851,0.011647778377406,0.001066404861452,0.000541609461791342,0.00204550619965151,0.000442555293681751,0,0,0.00146297168224928,0.000339731612026499,0.00592095762263122,0.000725496360426592,0,0,0.00154695764995509,0,0.00200300450676014,0.000922522119564458
"50","LjRoot229",0.15039279973318,0.601321111998992,0.300786746554574,0.917271504157231,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",0.00216948986345697,0.00219048641683668,0.00495793975280793,0.00267584097859327,0.00326692282952757,0.00511380096482058,0.00343443016237784,0.00166730133898706,0.00278051323640155,0.00646362839614373,0.00489338804062689,0.00379881711629631,0.00386707530366971,0.00606998621556915,0.00741823086433629,0,0.00856648591104162,0.00569223553489959,0.00834585211150058,0.00197084270997861
"51","LjRoot230",-0.521617286697524,-0.930062651495883,-0.406090376866659,0.55967840999591,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",0.000367710146348638,0.000150327499194674,0.000281968137600451,0.000157402410505487,0.000287760041979112,0.000151146826546421,0.000176772140710624,0,0,0.000438212094653812,0,0,0.000529516535357263,0.000266015332156417,0,0,0,0.000469023152688355,0.000734434985812051,0.00044728345191004
"52","LjRoot231",-0.249999999999998,-0.249999999999998,0.0719404141499676,0.0293217183848421,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium",0,0.000128852142166864,0,0,0,0,0,0,0,0,0,0,0,0,0.0001573564122738,0,0,0,0,0.000139776078721888
"53","LjRoot237",-0.142563222296979,0.407417267347592,0.720258811492209,0.0791529192573247,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea",0.00441252175618366,0.00367228605175561,0.00411203534000658,0.00269832703723691,0.00309765221659868,0.00330003904626352,0.00300512639208061,0.00394182970883978,0.00509760760006951,0.00367002629272568,0.00615457052532454,0.00483345429837701,0.00422008632724122,0.00500592488694348,0.00528267955490615,0.0117905675459632,0.00701952826108653,0.00328316206881849,0.00457352695710232,0.00212459639657269
"54","LjRoot240",-0.330745782244276,-0.560814626515856,-0.107818679999191,0.257511225146238,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Neorhizobium",0.0020346628097958,0.0016321271341136,0.00122186192960195,0.00195628710199676,0.00176041437446045,0.00125955688788684,0.00152781635899896,0.000936570505233474,0.00170885709320512,0,0.00211878657429206,0.000988310144077088,0.00173296320662377,0.00336146646997654,0.00215803079689783,0,0.00385907714827506,0.0018121349081141,0.00230345518277416,0.00100638776679759
"55","LjRoot243",-0.0267747525277159,-0.28573020676561,0.816699779960634,0.461636683993214,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",0.00541759615620327,0.00618490282400945,0.00589783354480944,0.00550908436769203,0.00638150210741913,0.0100260728275793,0.00500012626581479,0.00315963895721622,0.00362045994323119,0.00586108676599474,0.00602004439362346,0.00386058650030113,0.0070281285601964,0.00875432274914754,0.0096212206361695,0.017585931254996,0.00813400312718321,0.0105103824670618,0.013653814054415,0.0033546258893253
"56","LjRoot244",-0.123571419341811,-Inf,-Inf,-2.36235585530323,0,-1,-1,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium",6.12850243914397e-05,0.00665736067862128,0,0.000157402410505487,0,0.00283400299774539,0,0.000524891162273705,0,0,0,0,0,0,0,0,0,0,0,9.78432551053213e-05
"57","LjRoot246",NA,NA,NA,Inf,NA,NA,NA,1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199607438703882,0,0,0.000153753686594076
"58","LjRoot247",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",0.000183855073174319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232875345154529,0,0,0
"59","LjRoot248",-0.758709029302284,-1.62539427015211,-1.04271065323021,-0.370297255617437,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",0.00189983575613463,0.00358638462364437,0.00249071854880399,0.00204623133657133,0.00164192494541023,0.00172559293640497,0.00172984166266825,0.000864526620215514,0.00104269246365058,0.0010407537248028,0.000840788323131768,0,0.00110717093756519,0.00149935914488162,0.00276497695852535,0,0.000998037193519412,0.00238775423186799,0.00377232515439826,0.00138378317934669
"60","LjRoot257",-0.299556673248379,0.195227287576749,-Inf,-0.435345635687595,0,0,-1,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer",0.000919275365871596,0.00115966927950177,0,0,0,0,0,0.00116299414386135,0.00153507501593002,0,0.00119391941884711,0,0,0,0,0,0.000798429754815529,0,0,0
"61","LjRoot258",-1.46664102140986,-Inf,-Inf,-1.7149920573063,-1,-1,-1,-1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",0.00129924251709852,0.00206163427466982,0.00230273979040368,0.00184385680877856,0.00142187314860267,0.000818711977126447,0,0,0,0,0,0,0,0,0,0,0,0.00142838869227817,0,0
"62","LjRoot259",-0.559673324441536,-0.565018196066017,0.417507073603009,0.167441935477524,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",0.0345034687323806,0.0211747020294212,0.0294891677240472,0.0317278287461774,0.0237148128713374,0.0227727885329941,0.0251521503068259,0.010662494982658,0.0102821062387766,0.0385626643295355,0.0318490616802314,0.0113037972728817,0.0299417531811107,0.0428526516891974,0.0417219287400247,0.0403677058353317,0.0356964636215443,0.0424465953182962,0.0436654982473711,0.016437666857694
"63","LjRoot261",-Inf,-0.0630659786639225,1.38493045426365,0.160834380371376,-1,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea",0.000183855073174319,0,0,0.000202374527792768,0,0,0,0,0,0,0,0.000339731612026499,0.000417194846039056,0.000652946724383933,0.000584466674159829,0,0.000632090222562294,0,0,0
"64","LjRoot277",-0.248470083620093,-1.91346215931892,-1.49772987503852,0.193727752034112,0,-1,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0.000551565219522957,0.000493933211639644,0.000634428309601015,0.000674581759309228,0.000558593022665335,0.000365271497487184,0.000404050607338569,0.000710146866605601,0.000202745756820947,0,0,0.000277962228021681,0.000529516535357263,0,0.000337192312015286,0,0.000432482783858412,0.00072485396324564,0.0014688699716241,0.000433305844037851
"65","LjRoot28",0.249999999999997,Inf,-3.37668035313178e-15,-3.39532494190366e-15,0,1,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Rhizobacter",0,0,0,0,0,0,0,0.000236715622201867,0.000405491513641893,0,0.000302683796327437,0,0,0,0,0,0,0,0,0
"66","LjRoot285",0.141435030874123,-0.919254900502714,-0.0803651199929625,0.03846548654777,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",0.00333390532689432,0.00227638784494792,0.0025612105832041,0.00278827127181148,0.0131184725019889,0.00181376191855705,0.00237379731811409,0.0014202937332112,0,0,0.00359857402300397,0.00233179424618188,0.00328942090146179,0.00326473362191966,0.00568731032932449,0,0.00369273761602182,0.0051379354453588,0.00447337673176431,0
"67","LjRoot288",1.34245785315422,3.58953034791599e-15,0.358463496620055,0.250000000000004,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",0,0,0,0,0,7.55734132732105e-05,3.78797444379909e-05,0,0,0,0,0,0,0,2.24794874676857e-05,0,1.66339532253235e-05,0,0,0
"68","LjRoot289",-1.2824290176409,-1.48469196275529,-0.583099573028353,-1.4134289908,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",0.0146593778344324,0.00798883281434554,0.0119601485032191,0.0166396833962943,0.00883592599488803,0.00352675928608316,0.0100760120205056,0.00212014861624281,0.00124543822047153,0.00640885188431201,0.00465796731015,0.0102228330527974,0.00547167086535839,0.00824647529684893,0.00606946161627515,0.0167865707434053,0.0115605974915999,0.00415725067155588,0.00741111667501252,0.00129991753211355
"69","LjRoot295",1.63520171640338,1.87358588745199,-0.373846494142018,1.63424793344327,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",0.000171598068296031,0.000257704284333727,0.00119836458480192,0,0.000727863635594225,0.000957263234793999,0.000694461981363166,0.000874818603789508,0.0028094769159474,0.000821647677475898,0.000958498688370216,0.000370616304028908,0.000224643378636415,0.000338564968199076,0.000247274362144543,0,0.000681992082238265,0.00157762333176992,0.000968118844934068,0.000405350628293474
"70","LjRoot296",0.0508086439577267,0.926765749355492,2.00607253329772,-0.200723256455574,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",0.000612850243914397,0.000343605712444969,0.00103388317120165,0,0,0.00079352083936871,0.000340917699941918,0.000926278521659479,0.00104269246365058,0.00109553023663453,0.000723077957893321,0.000586809148045771,0.000978803292630093,0.000749679572440812,0.00159604361020569,0.00819344524380496,0.000515652549985029,0.000618257792180105,0,0.000391373020421285
"71","LjRoot3",-0.645524622759869,0.477311715654049,-0.225001099182725,-1.24112800901971,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",0.0132130512587944,0.00914850209384731,0.0231683819728371,0.00721802482460874,0.00462108773295868,0.00838864887332636,0.00766433495795348,0.0113623498656896,0.0209117766321033,0.0109553023663453,0.0192204210667922,0.0172491004833454,0.00781438038542385,0.0126720030954511,0.00849724626278521,0.0127897681854516,0.00846668219168968,0.00554300089540784,0.00747788349190452,0.00184504423912892
"72","LjRoot30",-0.79586004883367,-0.929107093520066,-0.537265827203684,-0.13066082547417,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",0.00120118647807222,0.000859014281112423,0.000516941585600827,0.000494693290160101,0.000440103593615112,0.000264506946456237,0.000505063259173211,0.000494015211551722,0.000926837745467184,0,0.000807156790206498,0.000231635190018068,0.000818343736461225,0.000798045996469251,0.000786782061369001,0,0.000998037193519412,0.000618257792180105,0.000734434985812051,0.000405350628293474
"73","LjRoot58",-Inf,-Inf,-Inf,-Inf,-1,-1,-1,-1,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Rhizobacter",0,0.000386556426500591,0,0.000269832703723691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","LjRoot71",1.41832338174324,2.46576192271094,1.56670619022656,0.8391453579153,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0.000392224156105214,0.00073016213894556,0.000211476103200338,0.000449721172872819,0.000253905919393334,0.000264506946456237,0.00042930377029723,0.0482076510605889,0.0031570410704976,0.000657318141980719,0.00216923387367996,0.00563645629043964,0.000272781245487075,0.000749679572440812,0.0014162077104642,0.00719424460431655,0.00131408230480056,0.000490342386901463,0.000968118844934068,0.00044728345191004
"75","LjRoot8",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agromyces",0,0,0,0,0,0,0,0.00058664306371767,0,0,0,0,0,0,0,0,0,0,0,0
"76","LjRoot80",NA,NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",0,0,0,0,0,0,0,0.000226423638627873,0,0,0,0,0,0,0,0,0,0,0,9.78432551053213e-05
"77","LjRoot82",0.443952357095852,1.43704850422003,1.34589978174561,0.128300215361674,0,0,0,0,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",0.0145122937758929,0.00848276602598518,0.00589783354480944,0.0102761288001439,0.00695702219137736,0.00746917234516897,0.0144195560493952,0.0340973415806428,0.0307304639981463,0.0200482033304119,0.028317750723078,0.0229936531957935,0.0200574445211085,0.0237962806219922,0.0274924131729797,0.0235811350919265,0.0169499983366047,0.0122798789067497,0.0102820898013687,0.0049760284024992
"78","LjRoot89",0.455959786099103,1.04948081501176,-2.11759305064373,0.998855912332794,0,0,-1,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",0.000735420292697276,0.000644260710834318,0.00058743362000094,0.000584637524734665,0.00047395771620089,0.000654969581701158,0.000643955655445845,0.00288175540071838,0.00194056652957192,0.000712094653812445,0.00126118248469765,0.0017141004061337,0.000144413600551981,0.000217648908127978,0.000202315387209172,0,0.00126418044512459,0.00104464247644225,0.00270405608412619,0.000726835609353815
