ASV_ID,Lfc_symrk,Lfc_ccamk,Lfc_nsp1,Lfc_nsp2,DA_symrk,DA_ccamk,DA_nsp1,DA_nsp2,kingdom,phylum,class,order,family,genus,Lj_Gifu_LjSC_1_rhizo,Lj_Gifu_LjSC_2_rhizo,Lj_Gifu_LjSC_3_rhizo,Lj_Gifu_LjSC_4_rhizo,Lj_symrk_LjSC_1_rhizo,Lj_symrk_LjSC_2_rhizo,Lj_symrk_LjSC_3_rhizo,Lj_symrk_LjSC_4_rhizo,Lj_ccamk_LjSC_1_rhizo,Lj_ccamk_LjSC_2_rhizo,Lj_ccamk_LjSC_3_rhizo,Lj_ccamk_LjSC_4_rhizo,Lj_nsp1_LjSC_1_rhizo,Lj_nsp1_LjSC_2_rhizo,Lj_nsp1_LjSC_3_rhizo,Lj_nsp1_LjSC_4_rhizo,Lj_nsp2_LjSC_1_rhizo,Lj_nsp2_LjSC_2_rhizo,Lj_nsp2_LjSC_3_rhizo,Lj_nsp2_LjSC_4_rhizo
LjRoot152,-0.149887558402809,0.289951218065033,-0.415050505671478,-0.32155935204666,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.000891629263574678,0.00145618028360171,0.00161125190916567,0.000982984204460715,0.00170754424091897,0.000356219121222916,0.00170607293030951,0.00130779615254809,0.00207756232686981,0.00109278420926818,0.000823369370659412,0.00245788930904091,0.00310629593150996,0.000871646761897328,0.00134857812958077,0,0.000736085159390748,0.00100578325370883,0.00100522718134298,0.00113296558384874
LjRoot153,,,,,,,,,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364270288554107,0,0,0,0,0,0
LjRoot17,0.0169152950163608,0.987595806449123,0.115533167642181,-0.680975956282353,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,0.0328089344274682,0.0409427000127239,0.021097329685638,0.0297606941902244,0.0354858739521888,0.022581194727957,0.044926587164817,0.0245528180897739,0.0802274825820532,0.0247925417477717,0.0569556812486576,0.115091096596769,0.0389612849458292,0.0417739963052585,0.0260334212840809,0.0274089414057742,0.0395409848441953,0.0131829447896835,0.0114961435829952,0.0213034676176148
LjRoot18,1.42447939520773,-1.2283386784624,0.706323620350405,0.852101620537399,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,0.00571247223103777,0.00545714164534234,0.00741847233178362,0.00813504169208867,0.00940701645451723,0.0254928988492574,0.0163886399669125,0.0248481268984138,0.00220347519516495,0.0117815797561725,0.00208825565022315,0.00115159848745273,0.0105311008409728,0.00943199854291885,0.0118440340076224,0.0113290291143866,0.00485061246060057,0.014045044721434,0.0126293087692364,0.0232165078657529
LjRoot183,0.298642347169675,0.390756789414855,-0.0933781533368458,0.313954486726746,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,0.016336461591936,0.0220547693438706,0.0415568721572313,0.0253372652701512,0.0265600745110214,0.0363188625768581,0.0296753291514441,0.0303324333445832,0.0295265676152103,0.0407745108083188,0.0245220877783346,0.0379683740116879,0.0230320478824153,0.0247703796216793,0.0266002149907163,0.0192877735818411,0.0350301039956212,0.0357771471676425,0.0328435135431517,0.0220092494567337
LjRoot196,-0.115041559388748,-0.814403132708887,0.234549848663344,-0.493402900915177,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,0.0436747215547596,0.0645808886941032,0.0552357295110858,0.0594027523557725,0.0598571872089413,0.0219616832127867,0.0604708071965258,0.0846270671616605,0.0196424074540418,0.0718847112659222,0.0605952125247607,0.0113097284290134,0.0929805288279415,0.0689121328025395,0.047942929737125,0.0577008973890446,0.0607553366174056,0.0646934157117713,0.0256789852688526,0.0233465203098011
LjRoot219,-0.228753049987066,0.151291001101651,0.307682251295838,-0.285520364401352,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,0.00453370811987124,0.00537231560940438,0.00357496517346134,0.00606738526201613,0.00429990686122322,0.00320597209100624,0.0043599641552354,0.00466166047924401,0.00562410811718291,0.00594201413789571,0.00449869931505215,0.00534547954623582,0.00594742025911054,0.00482658132334192,0.00531613407602854,0.00812116782393308,0.00554894966309949,0.00262222062574087,0.00380158643126074,0.00432755706617633
LjRoot220,-0.308773362412601,0.159816473659571,0.346572082435974,-0.0974481767910596,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0,0,0.0001846226145919,0.000220324045827402,0,0.000263292393947373,0,0,0.000482665995131369,0,0.000131261783728312,0,0,0.000286212369578227,0.000371347600899052,0,0.000188739784459166,0,0.000164491720583397,0
LjRoot221,0.570236179662443,0.712297279330347,0.412869117180534,0.405609770877223,1,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.112632422058001,0.131240015268686,0.0710461388697739,0.088163514338011,0.151629928593604,0.156256291913826,0.153150203350107,0.124008606142423,0.179698648535214,0.142027797698323,0.156941361781342,0.166569267789618,0.134858701416774,0.14589025056592,0.107417179712694,0.137572582937426,0.13353339750486,0.115090340888681,0.144533391819278,0.128340855481882
LjRoot223,0.257425664400845,-2.51361270545093,0.237461249030625,0.66837341914635,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0.0354535974973931,0.0286853378196881,0.0289521827428207,0.0301166022642533,0.0278950636448308,0.0371242275465795,0.0295891638519336,0.0590828552143098,0.0226643162931252,0.0207628999760953,0.00190926230877545,0.000928154004812651,0.0353435866353512,0.0396664324929097,0.047141600703606,0.0259065253583465,0.0114942528735632,0.0705844319120658,0.0592352962678656,0.117716981482513
LjRoot224,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LjRoot227,0.39154095820335,-0.956723267067546,0.540530855539058,0.360553780652902,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.00412567438908283,0.00442509154143045,0.0033232070626542,0.00394888482136804,0.00397392114250233,0.0039803614849691,0.00548011304887296,0.00818427269659129,0.00159489633173844,0.00580541611173719,0.00151547695759051,0.00120316259883121,0.00621259186301993,0.00426716623734811,0.00777875500830646,0.00519754740731717,0.00292546665911708,0.00481339128560652,0.00577548707826151,0.00800505191211159
LjRoot228,-2.21925040579007,-2.69451469721689,-2.84973555248619,-2.56141038892312,0,-1,-1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0.00194949449154463,0.00684263356566242,0.00093989694701331,0.00960951799877974,0.000651971437441788,0,0.00184393740952644,0.000653898076274047,0,0.00198067137929857,0,0,0.00128797636184559,0,0,0,0.00139667440499783,0,0,0.000668635426533683
LjRoot229,0.424025594172395,0.618466904354917,0.0391252399652195,0.836245269964626,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0.000876516903175107,0.00128652821172579,0.00154411641295044,0.00159311233136737,0.00138155852219808,0.00176560781823532,0.00187840352933067,0.00196169422882214,0.00180475111223034,0.00283440904278933,0.0017183360778979,0.00175317978686834,0.00164785211000833,0.00199047693388494,0.00214990716309978,0,0.00235924730573958,0.00247853730378246,0.00259531381364916,0.00185732062926023
LjRoot230,1.2617733349409,-Inf,0.951517430500616,1.10427406824,0,-1,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0.000196460685194421,0.000353441816408183,0.000402812977291418,0.000338960070503695,0.000636448307978889,0.00055756036365326,0.000516991797063487,0.00170857239284509,0,0,0,0,0.00125009470414425,0.00102776259984909,0.000508159874914492,0.000203029195598327,0,0.000898020762240023,0.00138904119603758,0.0016530153600416
LjRoot231,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LjRoot237,0.632784999559513,1.41956837205606,1.09366836935431,0.979767143508612,1,1,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,0.00179837088754893,0.00175307140938459,0.00161125190916567,0.00189817639482069,0.00321328779882024,0.00288072854554184,0.00282622182394706,0.00213044211947351,0.00505750020985478,0.0035856981866612,0.00514307534426386,0.00529391543485734,0.00369346162588075,0.00325241329066167,0.00383074367243233,0.0043448247858042,0.00413340127965574,0.00290958726965767,0.00424023101948313,0.00286027376906075
LjRoot240,0.0887938599266665,-1.24402503837309,-0.797523190336205,0.0141120645188142,0,-1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,0.00111831466956824,0.00233271598829401,0.00263506822644803,0.00128804826791404,0.00162992859360447,0.00173463224247681,0.00199903494864548,0.00200388120148498,0.000776462687820029,0,0.000835302260089258,0.00111722241320041,0.00149632547920297,0.00131397496942731,0.00127039968728623,0,0.00152879225411925,0.00168827903301124,0.00206528493621377,0.00172730818521201
LjRoot243,0.377001712891737,0.140830242625799,0.470306773774541,0.654062343633929,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,0.00265977543032446,0.00251650573282626,0.00260150047834041,0.00237272049352586,0.00296491772741385,0.00384097139405579,0.00294685324326187,0.00350151873101586,0.00249727188785361,0.00478093091554827,0.00278036323715424,0.00183911997249914,0.00293582847185393,0.00288814300210756,0.00306850386006059,0.00584724083323182,0.00326519827114357,0.00366392470993929,0.00477025989691852,0.00443899630393195
LjRoot244,0.176667448491246,-0.315881280997504,-0.824678239452342,-0.683678261546976,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,0.00037780900998927,0.000183789744532255,0.000503516221614273,0.000423700088129618,0.000217323812480596,0.000294267969705887,0.000689322396084649,0.000548430644616942,0.000629564341475699,0,0.00031025512517601,0.000343760742523204,0.000189408288506705,0.000221164103764994,0.000390892211472686,0,0.000188739784459166,0,0.000328983441166795,0.000390037332144648
LjRoot246,,,,,,,,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80579189758801e-05,0,0,0,0,0,0
LjRoot247,-0.317520409466702,-1.35303575500143,0.288274481060461,-0.0206747528394942,0,-1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,0.000256910126792704,0.000325166471095528,0.000302109732968564,0.000338960070503695,0.000217323812480596,0.00055756036365326,0.000310195078238092,0,0,0.000239046545777414,0,0,0.000321994090461399,0.000338250982228814,0.000390892211472686,0.00044666423031632,0.000188739784459166,0.000323287474406408,0.000475198303907592,0.000278598094389034
LjRoot248,-0.57659050734002,-1.42468781386027,-1.10434633967863,-0.326865730186762,0,-1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.00247842710552961,0.00125825286641313,0.00370923616589181,0.00113551623618738,0.00113318845079168,0.00126999860609909,0.00161990763079892,0.00113904826189673,0.000797448165869219,0.000956186183109654,0.000918832486098184,0.000360948779649364,0.000568224865520115,0.000689511617620274,0.00101631974982898,0.00154302188654729,0.00137780042655191,0.00125722906713603,0.00173630149504697,0.00176445459779722
LjRoot257,-0.928876800581249,-0.199534236265221,-1.23198584175329,-0.606847012256258,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,0.000695168578380257,0.00106032544922455,0.00174552290159615,0.00093214019388516,0.000683017696367588,0.00114609630306503,0,0,0.00132208511709897,0,0.00116942316412496,0.00130629082158817,0,0.000988733640361148,0,0,0.0010191948360795,0,0.000932119749972585,0.000687208632826285
LjRoot258,-0.250000000000001,0.188873085646381,0.324761503948674,-0.250000000000001,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0,0,0,0.000627076130431835,0,0,0,0,0,0.00105863470272855,0,0,0,0,0,0.00154302188654729,0,0,0,0
LjRoot259,-0.225554570627271,-1.5509593071967,-0.0986968156643026,-0.127111570709554,0,-1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,0.0478306206646416,0.041508206918977,0.0579211493596952,0.0467086977154091,0.034833902514747,0.0370467886071832,0.0303301854277246,0.073426425919676,0.0113531436246118,0.0308370044052863,0.0236509868499559,0.00880027500859402,0.0386582316842185,0.034098300939297,0.0630509137105443,0.0491330653347951,0.0309155766944114,0.0498221918890765,0.0464414957780458,0.0527850522835757
LjRoot261,0.249999999999998,0.339698997148627,Inf,0.605552973929841,0,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,0,0,0,0,0,0,0.000120631419314814,0,0,0,0,0.000154692334135442,0.000170467459656035,0,0.000429981432619955,0,0,0.000323287474406408,0,0
LjRoot277,-0.0940738489578963,-0.995407771145857,-0.319395193362247,0.504547894807131,0,-1,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.00155657312115579,0.00248823038751361,0.00201406488645709,0.00184733238424514,0.00184725240608507,0.00185853454551086,0.00239539532639415,0.00134998312521094,0.000545622429278939,0.00208311989891746,0.00108589293811604,0.000739085596424888,0.00181831956966437,0.00120989774412614,0.00162220267761165,0.00166483940390628,0.00239699526263141,0.00215524982937606,0.00325328069598275,0.00347318957671663
LjRoot28,Inf,Inf,9.17192410507022e-16,9.42055475210265e-16,1,1,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Rhizobacter,0,0,0,0,0.000434647624961192,0,0,0.000168747890651367,0.00012591286829514,0.000409794078475566,0.000119328894298465,0.000584393262289447,0,0,0,0,0,0,0,0
LjRoot285,0.378014772555317,-0.361441597108771,0.160736218115244,0.319786384359465,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0,0,0.00125879055403568,0.00161006033489255,0.00141260478112387,0,0.00115461501344179,0.00204606817414782,0,0,0.00128875205842343,0,0.00157208879460565,0,0.00201309488908433,0,0,0,0.00210183865189897,0.00234022399286789
LjRoot288,1.29452502127569,0.358742973506139,5.43895982204207e-16,0.552600317851841,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,0,0,0,0,1.55231294628997e-05,0,5.16991797063487e-05,2.10934863314209e-05,2.098547804919e-05,0,0,0,0,0,0,0,0,3.59208304896009e-05,0,0
LjRoot289,-0.0344475866308333,-1.18085301481624,0.59433590057221,-0.559470459957729,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,0.0132686524308232,0.0139538829117951,0.0150551350262668,0.023761100942309,0.0166873641726172,0.0134124243034367,0.0156648514510236,0.0171700978737766,0.00243431545370604,0.0180992384660042,0.00663468652299468,0.00857683052595394,0.0272369118872642,0.0183436109593318,0.0269129287598945,0.0255816786453892,0.0174961780193647,0.00689679945400338,0.0167964323573491,0.00692780594714065
LjRoot295,1.04125902452162,1.41381156590368,-0.755681971532979,1.17760712156502,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,0.000136011243596137,0.000282753453126546,0.000453164599452846,0.000406752084604434,0.000605402049053089,0.00100670621215172,0.000706555455986765,0.000295308808639892,0.000860404600016788,0.00133183075504559,0.000954631154387723,0.000326572705397044,0.000208349117357376,0.000286212369578227,0.000214990716309978,0,0.000377479568918332,0.00125722906713603,0.000657966882333589,0.000594342601363273
LjRoot296,-0.401413851156819,-0.191787066308036,0.368099022038455,0.464899241210027,0,0,0,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,0.00104275286757039,0.000876535704692294,0.000839193702690455,0.00096603620093553,0.000729587084756287,0.00113060851518578,0.00049975873716137,0.000590617617279784,0.000713506253672459,0.00112693371580781,0.000715973365790793,0.000756273633551048,0.000984923100234866,0.00111883017198761,0.000977230528681716,0.00190847443862427,0.00162316214634883,0.00132907072811523,0.00124282633329678,0.00100295313980052
LjRoot3,0.362681807966181,0.772323558526083,0.524985758909112,-0.32652956924146,0,1,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,0.00832691058016352,0.00882190773754824,0.0064617915107165,0.00623686529726798,0.00859981372244645,0.00938559945482987,0.0102881367615634,0.00974519068511644,0.0122555191807269,0.00843492811528873,0.0122670103338822,0.0198693709178412,0.0104174558678688,0.00948403715556943,0.0103000097723053,0.0124659926097373,0.00711548987411056,0.00513667876001293,0.0059582556566875,0.00549766906261028
LjRoot30,0.294834841172774,-0.485367772383688,0.53191293259937,-0.126917426277465,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,0.00074050565957897,0.00125825286641313,0.000520300095668082,0.000508440105755542,0.000760633343682086,0.000836340545479889,0.00122354725305025,0.000717178535268309,0.000440695039032989,0.000478093091554827,0.00065630891864156,0.000464077002406325,0.00117433138874157,0.000962714334035855,0.000938141307534447,0.00101514597799164,0.000585093331823415,0.000646574948812817,0.000456921446064993,0.00100295313980052
LjRoot58,-Inf,-Inf,-Inf,-Inf,-1,-1,-1,-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Rhizobacter,0.000634719136781974,0.00113101381250619,0.000671354962152364,0.000796556165683683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LjRoot71,-0.589142033589461,1.15670880739105,-0.355988150837918,-0.13337848228464,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.00805488809297124,0.0124694272828807,0.0249744045920679,0.024032268998712,0.0103539273517541,0.0132730342125234,0.0119425105121665,0.00717178535268309,0.0528834046839587,0.0121572243281085,0.0494976253550035,0.0468030250945342,0.0118948405182211,0.0162360471469831,0.0085996286523991,0.0135217444268486,0.0236302210142876,0.0117461115700995,0.0145301019848668,0.0103267026986869
LjRoot8,0.303620484791052,0.665007671159272,0.876030532921076,0.460018869204048,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,0.000151123603995708,0.000141376726563273,0.000436380725399037,0.000559284116331096,0.000357031977646694,0.000154877878792572,0.000741021575790998,0.000295308808639892,0.000923361034164358,0.000478093091554827,0.00031025512517601,0.000240632519766243,0.00075763315402682,0.00027320271641558,0.00058633831720903,0.000487270069435985,0.000490723439593832,0.000359208304896009,0.000475198303907592,0.000222878475511228
LjRoot80,0.0783110031025122,0.582526961347077,0.190324384375169,1.18202478846817,0,0,0,0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,0,0.00021206508984491,0.000335677481076182,0.000355908074028879,0.000186277553554797,0.000123902303034058,0.000379127317846557,0.000210934863314209,0.00023084025854109,0.000375644571935936,0.000357986682895396,0.000240632519766243,0.000246230775058717,0.0001951447974397,0.000117267663441806,0.00044666423031632,0.000603967310269332,0.000323287474406408,0.00060313630880579,0.000334317713266841
LjRoot82,-0.27175489976834,-0.796374561867797,-0.647302219414175,-1.40125493764461,0,0,0,-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0.0761511840534373,0.047120862963539,0.0612275725482956,0.0409294285133211,0.0635516920211115,0.0252141186674307,0.0340869924863859,0.0774974687816402,0.0346680097372618,0.0344227025919475,0.0291520488771151,0.0284118253695428,0.0352488824910978,0.0330705383394479,0.0444444444444444,0.0288301457749624,0.0237057169280713,0.0256833938000647,0.0142193954015426,0.0213406140302
LjRoot89,0.136361843938579,1.0680925065424,-2.2605246277034,0.670784445637063,0,1,-1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,0.000997415786371674,0.00131480355703844,0.00109095181349759,0.00106772422208664,0.00117975783918038,0.000867316121238404,0.00139587785207141,0.00156091798852514,0.0025182573659028,0.00140012976812485,0.00187346364048591,0.00446888965280165,0.000303053261610728,0.000247183410090287,0.000312713769178149,0,0.00203838967215899,0.00132907072811523,0.00153525605877837,0.00235879719916049
